age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
30,65,34,0.44,0,0
23,42,72,0.24,0,0
24,131,38,0.27,0,0
33,57,50,0.29,0,0
51,45,61,0.37,36,0
35,25,85,0.07,0,0
26,185,76,0.3,0,0
23,89,58,0.4,0,0
30,299,61,0.53,0,0
34,120,48,0.54,0,1
32,174,46,0.11,0,1
41,222,90,0.58,0,0
47,44,83,0.05,0,1
22,112,29,0.29,0,1
49,12,41,0.41,38,0
28,209,84,0.53,28,0
51,157,19,0.53,0,0
41,126,66,0.59,0,1
33,174,74,0.16,0,1
45,20,14,0.45,0,1
35,27,75,0.15,0,0
44,137,2,0.13,0,0
19,197,86,0.0,32,1
58,13,78,0.43,0,0
44,105,49,0.0,0,0
40,167,60,0.37,0,1
30,40,13,0.41,0,0
55,94,72,0.29,0,0
56,166,40,0.03,0,0
19,22,45,0.29,0,1
18,218,13,0.23,0,0
48,212,85,0.28,19,0
33,174,85,0.46,0,0
43,45,39,0.08,0,0
35,53,97,0.45,29,0
43,221,13,0.58,0,0
28,21,61,0.26,0,1
40,173,56,0.39,0,0
52,79,24,0.13,32,0
40,145,99,0.1,0,0
26,133,91,0.14,0,1
36,108,57,0.35,0,0
22,278,40,0.25,35,0
30,37,79,0.53,0,0
45,104,66,0.12,0,1
42,73,16,0.2,0,0
30,272,46,0.27,0,0
55,235,72,0.55,0,0
24,12,99,0.17,33,0
42,48,79,0.22,0,0
41,259,50,0.07,0,0
24,246,51,0.37,30,0
22,256,18,0.02,48,0
59,291,64,0.09,0,0
54,127,87,0.47,0,0
40,20,40,0.1,45,0
32,233,46,0.22,32,0
30,147,31,0.07,0,0
57,248,72,0.2,0,0
26,233,69,0.42,16,0
25,91,34,0.01,24,0
48,72,26,0.55,0,1
16,172,66,0.54,5,0
23,108,4,0.36,0,0
17,99,19,0.28,6,0
21,108,61,0.44,0,0
29,243,6,0.03,0,0
28,44,26,0.08,0,0
24,214,4,0.25,0,0
38,217,38,0.34,0,0
41,23,77,0.02,0,0
25,16,83,0.35,24,0
17,119,73,0.22,0,0
27,104,66,0.45,0,0
35,80,60,0.56,0,0
49,195,39,0.52,0,1
21,120,70,0.08,0,0
27,223,39,0.17,0,0
32,32,90,0.53,0,0
19,24,60,0.1,26,0
29,296,39,0.43,0,0
44,250,21,0.48,0,0
57,176,77,0.43,0,1
43,135,13,0.47,10,0
19,110,71,0.16,0,0
48,166,50,0.39,0,1
24,192,98,0.44,0,0
41,127,5,0.38,0,1
43,28,41,0.17,0,0
42,297,12,0.54,15,0
19,23,15,0.48,0,0
48,108,86,0.35,0,0
55,286,39,0.2,0,0
18,195,94,0.49,0,0
38,262,35,0.2,0,0
19,125,42,0.5,0,0
21,240,55,0.01,0,1
42,233,45,0.02,0,0
21,136,20,0.55,0,1
31,73,85,0.22,27,1
29,60,96,0.29,0,0
29,30,41,0.39,0,0
47,268,86,0.01,9,0
35,154,91,0.57,20,1
25,211,99,0.07,0,0
57,161,19,0.32,0,0
30,141,1,0.49,13,0
23,27,72,0.01,0,0
28,170,25,0.16,32,0
41,31,21,0.09,0,0
48,240,26,0.32,0,1
20,288,37,0.01,0,0
21,160,57,0.22,0,0
30,193,57,0.39,0,0
56,63,83,0.47,0,0
55,170,95,0.45,0,0
31,81,14,0.46,0,1
57,140,3,0.02,0,0
27,261,9,0.12,48,0
57,79,2,0.22,0,0
54,51,60,0.18,0,0
50,252,22,0.41,0,0
17,227,66,0.34,44,1
33,81,34,0.09,0,0
29,169,32,0.26,27,0
38,210,4,0.41,0,0
56,18,41,0.33,0,0
36,236,41,0.46,32,1
17,114,40,0.35,0,1
52,163,87,0.45,0,0
16,246,62,0.57,15,0
59,217,37,0.07,0,0
32,152,51,0.29,27,0
31,253,83,0.09,0,0
47,219,7,0.53,0,0
44,134,76,0.43,0,1
20,264,80,0.3,0,1
44,74,4,0.05,0,0
23,103,10,0.58,38,0
40,89,5,0.39,30,0
50,85,89,0.47,16,1
43,155,58,0.27,0,0
21,37,55,0.29,36,0
27,38,25,0.55,0,0
50,102,20,0.41,0,0
24,161,23,0.45,0,1
21,152,3,0.22,0,0
45,146,76,0.57,0,1
57,171,46,0.57,0,0
31,56,56,0.14,20,0
36,40,65,0.42,0,0
48,279,49,0.15,0,0
35,73,56,0.2,0,0
26,115,12,0.11,30,0
24,90,7,0.56,0,0
48,99,12,0.57,0,0
59,29,79,0.45,0,0
25,136,52,0.37,0,1
17,136,98,0.27,0,1
22,230,57,0.12,0,0
59,170,73,0.21,31,0
19,128,56,0.26,0,0
21,54,61,0.5,0,1
53,249,53,0.28,0,1
56,27,35,0.48,0,0
18,294,85,0.31,0,1
50,151,8,0.27,0,0
23,230,52,0.43,0,0
46,27,26,0.22,0,0
17,233,93,0.3,12,1
35,135,88,0.2,0,0
48,234,11,0.15,31,0
36,194,91,0.07,0,1
21,167,48,0.21,32,0
28,119,9,0.5,25,1
29,33,1,0.49,0,0
43,161,84,0.08,0,0
58,57,68,0.53,0,0
57,63,73,0.1,0,0
44,113,14,0.57,26,0
59,34,78,0.17,0,0
46,163,72,0.05,0,0
35,33,29,0.16,0,0
35,294,97,0.58,25,0
21,198,46,0.49,42,0
18,247,26,0.4,0,1
45,37,92,0.47,0,0
38,31,20,0.48,0,0
31,166,84,0.49,0,0
44,274,29,0.14,17,0
42,112,34,0.53,0,1
36,40,61,0.17,0,0
45,169,74,0.54,0,0
19,12,83,0.2,0,0
35,138,31,0.26,0,0
52,173,19,0.25,0,0
34,56,51,0.21,37,0
50,29,25,0.3,38,0
35,166,7,0.24,11,0
40,83,90,0.54,0,0
54,113,26,0.31,0,1
53,14,47,0.08,0,0
26,41,88,0.14,0,0
47,274,8,0.26,8,0
17,48,51,0.07,0,0
38,163,77,0.05,0,0
50,30,73,0.27,0,1
18,183,30,0.36,24,1
38,222,62,0.31,0,0
17,277,28,0.45,0,0
37,212,92,0.56,0,0
34,95,71,0.52,34,1
31,81,36,0.43,0,0
18,58,88,0.53,0,0
22,204,19,0.42,0,0
21,121,15,0.01,17,0
27,65,62,0.1,0,0
35,244,42,0.48,0,0
57,244,36,0.26,0,0
57,295,7,0.44,0,0
51,212,64,0.48,10,0
35,39,81,0.16,0,0
44,12,17,0.5,0,0
48,206,85,0.19,0,0
24,260,46,0.42,10,0
34,75,92,0.43,0,0
52,230,12,0.11,0,0
42,190,36,0.21,0,0
34,235,49,0.08,0,0
53,299,67,0.38,0,0
16,138,99,0.46,0,0
49,213,85,0.15,0,1
26,180,86,0.17,0,0
45,26,28,0.41,0,0
54,49,25,0.01,0,1
52,167,29,0.09,0,0
42,20,38,0.6,0,0
36,276,29,0.56,47,0
38,55,75,0.12,0,0
24,119,67,0.08,11,0
55,273,66,0.05,0,1
28,115,46,0.56,0,0
49,270,92,0.38,26,0
27,202,68,0.43,30,1
53,237,18,0.18,0,0
24,110,53,0.41,0,1
22,274,3,0.22,18,0
34,55,3,0.34,34,0
30,54,68,0.01,0,0
17,125,18,0.35,45,0
39,54,20,0.19,0,0
29,267,28,0.14,0,0
55,63,46,0.53,0,1
24,52,17,0.09,15,1
41,201,54,0.55,35,1
36,194,12,0.02,0,0
31,151,46,0.6,18,0
56,248,11,0.39,0,0
22,131,82,0.25,0,1
55,234,75,0.54,0,0
49,208,62,0.51,0,0
55,144,31,0.09,0,1
43,62,81,0.22,18,0
46,231,72,0.25,0,0
23,49,33,0.28,0,0
49,226,31,0.24,32,0
33,28,59,0.31,0,0
47,135,68,0.5,0,0
33,127,33,0.09,48,0
39,297,33,0.4,0,0
46,91,1,0.49,42,0
44,43,32,0.12,0,0
57,180,45,0.54,0,0
41,183,66,0.4,0,0
43,205,12,0.08,26,1
46,182,20,0.47,0,0
36,99,38,0.56,0,0
40,273,80,0.26,0,1
31,139,5,0.5,0,1
30,59,47,0.22,0,1
43,225,4,0.37,0,0
37,59,44,0.33,33,1
27,195,3,0.27,0,1
41,64,75,0.14,0,0
45,43,97,0.53,28,0
28,243,8,0.15,0,0
21,282,51,0.05,0,0
38,83,60,0.31,8,0
45,161,42,0.4,0,1
47,166,1,0.22,0,0
53,144,76,0.02,38,0
54,169,38,0.15,0,0
40,101,88,0.06,0,0
23,181,89,0.29,0,1
26,175,9,0.37,0,0
49,48,43,0.46,0,0
47,75,72,0.0,38,0
57,24,35,0.3,0,0
46,237,28,0.12,0,1
58,71,11,0.58,0,0
32,69,8,0.57,0,1
27,235,78,0.6,0,1
41,97,78,0.02,0,0
25,67,22,0.09,0,1
51,30,46,0.34,28,0
59,269,43,0.09,37,0
22,224,4,0.04,13,0
59,118,39,0.01,0,0
47,196,24,0.07,0,0
39,62,28,0.56,0,0
23,232,30,0.52,0,0
33,298,86,0.26,24,0
42,280,84,0.56,0,1
26,94,34,0.12,15,1
39,142,46,0.45,40,0
20,133,5,0.12,0,0
25,38,38,0.46,0,0
17,36,30,0.19,43,1
19,57,44,0.55,0,0
33,71,73,0.21,0,0
41,240,58,0.14,0,1
31,249,86,0.57,0,0
57,267,95,0.32,0,1
19,99,28,0.18,12,0
57,120,14,0.03,44,0
41,18,43,0.51,0,1
26,269,86,0.32,0,1
42,263,60,0.02,0,1
34,256,34,0.28,36,0
47,266,72,0.08,0,0
54,80,36,0.43,0,0
18,126,15,0.08,0,0
51,14,5,0.47,0,0
52,114,50,0.47,0,1
56,33,24,0.44,33,1
55,18,2,0.04,0,0
19,283,49,0.19,0,0
51,71,15,0.58,0,1
22,207,61,0.37,0,1
53,254,11,0.04,0,0
32,114,25,0.28,21,0
47,18,69,0.23,0,1
32,96,35,0.03,0,1
44,141,72,0.17,0,0
18,238,42,0.51,0,0
51,36,50,0.41,0,0
23,64,7,0.07,40,0
49,158,54,0.44,5,0
36,38,96,0.37,0,1
44,25,80,0.49,0,0
51,143,48,0.09,0,0
35,234,29,0.15,25,0
50,123,8,0.48,0,0
25,177,24,0.01,0,0
31,226,2,0.47,13,0
48,189,5,0.54,0,1
52,195,76,0.15,0,0
24,123,92,0.33,0,0
54,192,77,0.45,38,0
54,89,95,0.36,38,0
17,242,84,0.07,0,1
29,223,57,0.15,0,0
29,222,70,0.32,0,1
49,38,13,0.16,0,0
45,162,28,0.23,0,0
54,213,38,0.55,0,1
37,211,73,0.45,0,0
38,105,25,0.21,27,1
44,210,29,0.29,0,0
54,115,84,0.28,6,0
37,51,17,0.51,49,1
40,97,97,0.23,0,1
49,198,4,0.1,36,0
57,199,25,0.08,0,1
28,96,53,0.44,0,0
30,27,77,0.36,0,1
36,88,47,0.14,0,1
53,75,63,0.03,0,0
22,150,24,0.04,0,1
52,143,48,0.38,0,1
46,111,19,0.06,0,0
33,86,30,0.55,0,0
22,100,84,0.02,26,0
50,158,61,0.25,0,0
57,76,92,0.51,0,0
44,118,3,0.25,0,0
44,39,8,0.56,0,1
55,256,99,0.5,0,0
20,186,26,0.41,0,0
34,73,27,0.39,0,1
53,201,19,0.15,0,0
36,290,88,0.43,0,0
36,29,55,0.27,0,0
17,80,11,0.15,0,1
59,279,25,0.35,0,1
41,274,55,0.5,0,0
56,265,97,0.28,0,0
37,284,92,0.03,35,0
48,91,37,0.34,0,0
46,188,83,0.15,0,0
34,16,46,0.01,47,0
48,72,35,0.53,22,0
19,222,1,0.58,45,0
29,261,91,0.36,0,1
30,23,32,0.42,0,0
16,133,10,0.4,0,0
31,17,97,0.07,30,0
23,254,35,0.57,0,0
35,214,29,0.27,0,0
33,151,69,0.51,0,0
39,63,96,0.32,0,0
44,204,72,0.34,0,0
25,68,13,0.51,27,1
28,88,44,0.49,0,0
30,175,31,0.29,0,0
26,97,41,0.22,0,0
16,260,56,0.4,0,1
42,293,9,0.35,0,0
46,252,60,0.31,0,0
17,136,58,0.51,0,0
52,10,5,0.05,0,0
